name,dialogue
Dwight,Look at him. IĂ˘â‚¬â„˘ve never seen such a beautiful child.
Kevin,"Yeah, people hate you."
Michael,Because it's very scary stuff.
Oscar,Are you kidding me?
Jim,I at the Bermuda Triangle. An- M- please don't call again.
Dwight,"You know, you’re right! We hadn’t even thought of that, had we boy?"
Angela,"Pam, don't tell her what to do! Phyllis."
Pam,"Hey, Deangelo, my mom just sent me this picture of Cece, it is so adorable."
Jim,"Really, all you had to do was play with her for, like, 30 minutes and then put her to bed."
Jim,"Son, you have to talk louder."
Toby,"...about some other people engaging in PDA and, you know I just wanted to remind it's not appropriate to, to do that."
Michael,"Will her highness, Jan Levinson-Gould, be descending from her corporate throne this evening to visit us lowly serfs here at Dunder Mifflin Scranton?"
Dwight,And your veil.
Dwight,Too bad I'm not gonna explain anything that you miss.
Oscar,So she's really going to be fine?
Angela,"Well, I won't tell if you don't."
Pam,"No, it's, that's respectable."
Michael,I'm not a master bee.
Jim,"I mean, you were gonna do this without me?"
Pam,Why? Does he think you’re going to Florida?
Ryan,Okay...
Darryl,Every day.
Michael,What?
Darryl,I got that cutie behind the counter.
Pam,"Oh… come on, bear man. Come on."
Dwight,"Do the right thing here, Michael. Okay, I have served you loyally for years."
Michael,No.
Jim,"Okay, ""A,"" Halbert. And, ""B,"" I think a more appropriate statement would be, ""The 'Halberts' are hosting an intimate reception for their invited guests."""
Michael,"Well apparently, he and his wife were out dancing at a club for young people."
Toby,Uh huh.
Michael,Do you mean it? You want to have a kid?
Andy,This is the hardest thing I've ever had to do in my entire life. I haven't had a very hard life.
Jim,"Oh, would you look at that."
Michael,Oh! Eww... apricot. Do you have any of the Very Berry or Ocean Splash or--
Dwight,And you are√¢‚Ç¨¬¶
Michael,"All right, get out. Get out."
Michael,Pam. Pamela. Pam-elama-ding-dong. Making copies.
Michael,No.
Andy,It was like a security blan-
Phyllis,"I have been wanting to be Santa for years. I believe I have the right temperament, and the figure to do the job well. I slipped a note to Jim eleven weeks ago, and he said I could do it. It's been a long journey... but I'm Santa Claus!"
Jim,"Well, he’s Florida’s problem now."
Andy,You sure?
Ryan,"Hey man, you ever think there’s gonna be this massive nuclear holocaust, and after all the major nations are destroyed they’ll just be the tribes in the jungle that rise up and survive? The jungle war fare’s gonna rule the world?"
Pam,"Um, hey, say Hi to Alyssa."
Michael,Hello. Pammy want a cracker?
Angela,Michael! Deangelo has a peanut allergy.
Dwight,"Smallville. And that is why, I feel, that I deserve this raise."
Phyllis,Mmm… sometimes her stockings have a run in them.
Michael,Okey doke.
Michael,You will have pancakes and you'll like it.
Michael,That's not-
Jim,You know what? I'm actually going to have to call you back. Thank you. Sorry about that.
Michael,Dockworker's?
Creed,"I’ve done some things I’m not proud of. Committed some atrocities in Vietnam, uh, two years ago. Princess Cruise Lines."
Pam,hey!
Jim,"Oh, this looks promising."
Pam,"No, we weren’t."
Dwight,One...
Dwight,HeĂ˘â‚¬â„˘s fine. He gets carsick really easily.
Jim,Sure. Let me just finish this turn.
Kevin,Marie Cotillard exposes herself a number of times in that film.
Dwight,Excuse me sir.
Jim,Okay.
Michael,And the other I was a Regional Manager of a small paper supply company called Dunder Mifflin.
Jim,"Oh, yeah, I should, I should, I should probably go too."
Dwight,"No, no, no. All we know is that a gun fired. That’s all we know! No. That’s not true. Actually, we heard a loud noise. Later, a hole was seen. No one saw the bullet leave the gun."
Andy,Oh how am I supposed to pull this off? . The entire office is being nice to her than they’ve ever been to me. What I wouldn’t give for one of Phyllis’ classic room clearing farts right now.
Ryan,√¢‚Ç¨Àúcause I feel like I√¢‚Ç¨‚Ñ¢m gonna fall off.
Ryan,Pam's better at that stuff
Oscar,Ok…
Kelly,"Michael, you know how to, um -change a wheel, right?"
Pam,"Senator Lipton helped me submit my design for a new mural on a building downtown. Now IĂ˘â‚¬â„˘m just waiting to hear from the selection committee. But, you know, letĂ˘â‚¬â„˘s be realistic. There are a ton of great artists in Scranton with way more experience. I mean, who are they gonna go with — some nobody like me or a big name like Tracy Fleeb?"
Oscar,Yes.
Michael,"I, um... would like to apologize for all of the men who thought this was a laughing matter."
Kelly,Can you stop micromanaging? I know how to do this.
Dwight,What's the plan?
Ryan,Kendall from corporate HR is on line one and Holly is on her way in too.
Andy,I will! I will take all of those dogs!
Michael,"Dammit to hell. I-I-ugh, ok. All right."
Oscar,"That reeks, and I'm trying to eat."
Dwight,Play it again. He purposefully leaned away and let you fall in.
Angela,No. This is a closed door meeting.
Kevin,I am never gonna forget what Danny did to Pam. I forget nothing. I'm like an elephant in that way.
Pam,"No, come back! No, no, no!"
Andy,What do you think?
Michael,"Well, if that’s the way you feel, my lady, then you have hurt me greatly."
Pam,"I don't think it would be the worst thing if they let me go because then I might... I don't think it's many little girls' dream to be a receptionist. I like to do illustrations. Um... Mostly watercolor. A few oil pencil. Um, Jim thinks they're good."
Toby,"So, her husband, your stepdad?"
Michael,"Okay, everybody jump in the air this time, please. Here we go."
Andy,I had to go all the way to Canada to get to know a guy who sits 20 feet away from me. And he's delightful!
Jim,"No. No, I'm not gonna-no."
Michael,...it happens once every billion years.
Erin,Let’s do it!
Jim,We do.
Michael,Okay.
Pam,How is it going?
Michael,I did wave. I did a lot more than wave.
Ryan,Mm-hmm.
Jim,"That's true. Um... dinner sounded delicious. Pam I'll see you at home, thank you so much."
Jim,Come on.
Dwight,"STANLEY HUDSON AND HIS MISTRESS CYNTHIA! JAMES, PAMELA, AND PEEPEE HALPERT!"
Pam,"Okay. Aw, thank you."
Pam,Weird to see how we used to look in those promos. Some of us have changed so much.
Andy,Enngh-
Creed,You want some?
Jim,"No, I’m serious. There’s always something better."
Michael,"You were right Jim, shoulda listened to you, should never have told her."
Andy,"And, they are collectively my best man. And they are crashing with us for three weeks, so... it totally works out."
Darryl,"That sounds fun, mucking around in the dump. Wish I could go."
Pam,How would wiping it with a paper towel make it worse?
Meredith,I’m all right. I’m all right.
Dwight,Coolio.
Dwight,Hold it!
Andy,"Yeah, it just sort of sounds like noise to me now. You think I need a new fish?"
Andy,"At the risk of sounding arrogant, I did drive myself here."
Dwight,Sales is not all in here. It's also in here.
Ryan,"Oh, neat."
Pam,Jinx! Buy me a coke.
Kevin,Right.
Andy,"Really? Hmm. That’s interesting. Because Erin and Pete thought it wouldn’t be weird at all. Why do you think it was weird, Gabe? Maybe because you and Erin used to be an item?"
Dwight,And the rest was just stuff.
Jim,You're not going to freak out?
Dwight,Okay.
Michael,"Okay, you know what Toby? One of my employees is undergoing a crisis and I wish for just once you would take my side on this. I’m doing your job man. Hey, are you texting?"
Dwight,Which we can’t know.
Jim,Nope. It’s over.
Andy,Saying I love you is not the words…
Oscar,"It's a problem with the client. I think, Jim..."
Pam,People treat us like the race on our forehead. And then we guess what race we are.
Dwight,500 and one penny.
Kevin,It’s a trap.
Oscar,Salman Rushdie.
Dwight,It's in my purse.
Dwight,What belt are they?
Jim,Right.
Jim,We'll see. This is why the whole downsizing thing just doesn't bother me.
Jim,How are you?
Kelly,Think you can handle this?
Phyllis,Completely.
Pam,"I spent 10 years as a receptionist, to Michael Scott. And I have kids now. And I just, I can’t."
Michael,I'm not firing anyone.
Michael,That good?
Dwight,OK.
Kevin,"you, Gabe!"
Oscar,Why did Binghamton close?
Andy,I hate soccer. But guess who doesn’t hate soccer? Charles Miner.
Pam,Did you do something to her?
Andy,Atta boy Clark!
Michael,"I know, I know. Well, I'll land on my feet. Don't worry about me."
Michael,"All right, all right, secret sign. Hey, Ryan. Very good. Excellent, excellent."
Dwight,I saw that. That’s great!
Kevin,"Hi Pam, is Jim there?"
Toby,Good luck.
Toby,So great.
Jim,So this is fun.
Oscar,"OK. Stanley, come on."
Oscar,"Pam, hit the brakes. Stanley does not have a moustache. I misspoke. I’m not sure. I think he has one, now that- I think he has a moustache."
Michael,"So, she sleeps with him, but she is still in love with the head surgeon, um, the McDreamy guy, and she starts crying, but the dorky doctor, he's in love with her..."
Pam,"Michael, 5k means 5 kilometers, not 5 thousand miles."
Kevin,Not anymore.
Kevin,I remember.
Darryl,"Yeah, but then they moved the panel to the same weekend and the Doc crew paid to fly us in. It was kismet."
Pam,They have art classes?
Jim,"Oh, man. Yeah, I can’t do it."
Pam,The one in the really great mesh black high-back swivel chair?
Jim,"And if you want Michael as Santa, raise your hand. Can I get you some punch?"
Oscar,David Wallace hasn’t worked here in years.
Jim,"What do we think, what would drive him crazy."
Michael,The IT tech guy and me did not get off to a great start.
Dwight,"I will never, ever let you down."
Pam,I need to get out of this dress.
Ryan,Hello?
Michael,Yeah.
Jim,"Hi, yeah, can I talk to one of your travel agents?"
Michael,"Right, right. There is no way in hell that I am going to say that we’re broke."
Angela,What are you doing?
Jim,Let's find out.
Michael,You leaked it?
Michael,"You cannot take the hilarious black guy from the office. Stanley is part of what makes this branch so extraordinary. The bluesy wisdom, the sassy remarks, the crossword puzzles, the smile, those big watery red eyes. I don't know how George Bush did it when Colin Powell left, and if Utica thinks that they are going to poach Stanley, they have another thing coming."
Dwight,Don’t make me pre-fire you.
Phyllis,"Well, AndyĂ˘â‚¬â„˘s cute, but heĂ˘â‚¬â„˘s too vanilla, whereas Pete – heĂ˘â‚¬â„˘s just one sick dude. I mean, you know this guy likes to get weird."
Darryl,I believe I want to go home.
Michael,"Well, you can't swim in leather pants. I'm just yankin' your chain. Not literally."
Ryan,Seems like it's leaning one way.
Michael,"Okay, okay. You know what? You know what? You know what? Everybody's looking at you right now."
Dwight,What did you just call him?
Michael,Holly Flax.
Michael,I just don't want you to.
Michael,What is that?
Michael,I will seduce her.
Toby,The simple solution would be to open a window... if we had... windows that could open.
Stanley,Holiday wishes.
Michael,Is that what we’re going for now? “okay?” We used to go for “pretty good.”
Dwight,"Hey, hey. Easy."
Andy,Hi gam-gam.
Andy,"This branch, I’m the regional manager."
Dwight,That's what she said.
Ryan,Perfect.
Ryan,At least we’re outside.
Michael,What did I say?
Pam,"Hey, Jim. It’s Pam. I keep looking up to say something to you and then Michael’s there and it’s horrible. Anyway, I’m bored. Come back!"
Michael,"No. No cheese whiz, no hollandaise, no chocolate sauce, just eat it. Come on. Here comes the airplane, there you go. Open, open, into the hanger, there you go."
Meredith,Bye!
Pam,"Yeah, I get all the memos."
Dwight,"Mallard. Okay, I'll get out of your hair."
Dwight,"No, I wanna seduce her."
Michael,Hey Goldenface.
Andy,"Everyone, a little breaking news for ya. Just had a little chat with David Wallace. And, um, I’m taking a leave of absence from Dunder Mifflin, forever."
Ryan,Things have been generally good.
Dwight,"Actually, it's owned by Beakman Properties, and Dunder Mifflin is four years into a seven-year lease."
Dwight,Attention everyone! Employees of Dunder Mifflin! This has been a test of our emergency preparedness. There is no fire. It was only a simulation.
Michael,"Glee? What is Glee, some television program? Jim I need that thing stat!"
Michael,"Hey, you know why people here are complaining? They are jealous of two people in love on Valentine’s Day."
Jim,"You know what? Let's just leave that image out of it, because this is a happy place. Happy thoughts, Pam. Happy thoughts."
Dwight,"Oh, my God. O… Kay! Go get into Ryan√¢‚Ç¨‚Ñ¢s costume and check out his notes."
Dwight,Why did you write that down Jim? Is it because you know I love Count Chocula?
Pam,"Awww, he did that for me?"
Phyllis,Yeah. Poor Angela.
Jim,"I think it has something to do with Survivor, but I'm not sure."
Michael,"No. No. No. No. No. No. Respectfully, Toby, no. No. This company does not waste time or resources, ever."
Dwight,"Wait, no, no, no, stop. Spouses can read each other's minds. You're trying to give your wife this job."
Phyllis,"Michael, that’s awful."
Pam,Oh...
Dwight,"Arr, dammit!"
Dwight,"Okay, also, moratorium on Cornell talk. Don't wanna hear about it. Forget your personal history, and learn the history of this company."
Angela,Ugh.
Dwight,She should thank me.
Oscar,My friend at the Scranton Blade is totally plugged into these matters.
Dwight,"Angela, this child is definitely mine. He looks just like me."
Michael,"Gabe, just go and have fun with Erin. But not too much fun! That girl’s gonna turn my hair gray."
Michael,"Yes I forgot about Ryan’s presentation. And yes, it would have been nice to do well with the first presentation he had given me. But you know what else would have been nice? Winning the lottery."
Andy,But I just—it’s in the past. And I feel like we shouldn’t√Ę‚ā¨¬¶
Michael,"No, no! It's not true. I was just talking so just go out there and say anything. They'll eat it up. They're a great audience."
Michael,"Oh, yeah. Yes, yes. Yes. All of, all of the greatest loves of my life."
Jim,"Wow, that's- that's a little rude. What's your deal?"
Angela,The senator will be joining us later.
Pam,And that was our summer.
Michael,He's going to absolutely freak.
Michael,"I'm worried about Erin, because she's not a very good worker. I don't know how long she's gonna last here."
Dwight,"Oh, we will. Have a seat."
Kelly,Yeah.
Phyllis,Bob took me to Capello's. We got a little tipsy.
Pam,Jim doesn’t let me wash his NFL jersey during the playoffs. How is this any less logical?
Creed,"Usually I’m a burrito guy, but if you won’t tell, I won’t. Wink, wink."
Michael,Luke is my nephew.
Jim,"No, I’m not making bread."
Dwight,"Oh, this could be a juicy one."
Angela,I hate to even ask because you have been so accommodating about all the wedding stuff.
Michael,"Oh, Pamcake. No, no, no. We would love your extra poundage, but you are going to be leaving us next week, so vamoose. Vamoose, Pam. Dunder Mifflin family only."
Phyllis,"Ah, geez. My nails aren’t dry yet. I don’t think I can work for at least a couple hours."
Andy,"William Dolittle at your service. A.K.A., Will Do."
Pam,There’s a finger-painting station and a curly slide. Am I too old to go here?
Dwight,It means like this.
Jim,Wow. Thanks.
Michael,That is true.
Erin,Oh. D.P.A. sounds way more important that total deaths.
Michael,Are you kidding me with this? On the day that I bring in breakfast?
Erin,What do you think?
Dwight,I need to change my emergency contact information from Michael Scott.
Stanley,"You said, we could bring our families."
Michael,"Uh huh. Yeah, just wait. Ten years, you’ll figure it out."
Andy,I wanna take you to sex school.
Oscar,We’re in far too deep. We can’t change course at this point.
Jim,"Listen, I don’t mean to intimidate you, but I did play a little high school ball."
Dwight,"Michael, can I talk to you, please? Privately? In your office? I think I should be on the team."
Michael,Yeah?
Jim,Come on.
Oscar,"You okay? You okay, Stanley?"
Darryl,Pam.
Michael,Hey Jan.
Kevin,My money's on Pam.
Angela,"Oscar, what is happening here? Why would you say you think the senator might be gay?"
Michael,Hey.
Michael,Da na na na na.
Kelly,Can I be your bridesmaid?
Phyllis,"Ooh, gosh, the moon one’s damning. Yeah, sorry."
Andy,"You know, it’s the same as the kosher option. There’s a lesson in there. I mean, I can’t force you to go. You’re not my slaves. Thanks to Gettysburg. But… who’s coming with me?"
Dwight,I know. I know exactly what to do.
Dwight,What’s the exact square footage.
Jim,"No, I didn't notice anything."
Dwight,"Okay, let's go over the plan again."
Jim,"What's gay-dar? Oh, oh, gay-dar, yes! No, uh, I think they have it at Sharper Image. Oh, you know what? I could check for you. No problem. It's sold out! Yeah sorry about that, that's a bummer."
Michael,Good.
Andy,Let’s do it.
Jim,I like the wild card. I'm already liking the wild card.
Jim,"Dig deep, dig deep! OHHHhhh! It’s Phyllis!"
Oscar,Turkey is a healthy meat.
Kelly,"Bye, Andy."
Michael,Oh... ok.
Michael,"Go, Oscar. Thirty-one's my number."
Oscar,Do you know?
Oscar,That painting is just… How can anyone that weighs less than a guinea hen be so terrifying?
Dwight,"Yeah, you said “In an ideal world, there would be a cash prize.” Isn’t that what you said?"
Michael,"OK, Hey, man, how's it going?"
Michael,"Andy, would you like to have my baby?"
Michael,Guh-od.
Jim,Look at that form.
Kelly,"Um, well, basically, it’s like a really big party, and everybody gets super-dressed up, and there’s a bunch of different gods, and each of the gods has a special power, like the Care Bears, you know?"
Toby,"Hey, what happened?"
Michael,Sounds awesome.
Pam,You remember you fired Roy for attacking Jim and I don't talk to him anymore really.
Darryl,He does not like that wall.
Oscar,Where was that.
Jim,"Oh, I-"
Michael,We don't know if it's dead.
Michael,Fine.
Andy,"No, I did not. Was that any good?"
Michael,"Gahh, I will pull this car over!"
Pam,No.
Dwight,"Not on the inside he's not. Look at his life! Broke! Living in fear! No friends, dead end job."
Andy,"Come on, just do it."
Jim,"I am extremely interested. So, how much will all of this cost?"
Stanley,"So, you think Michael's going after the whale, huh?"
Darryl,Already on it. I ordered them by their Google trend ranking so we know who to hit first.
Angela,Every baby looks just like you. Your face kind of looks like a baby.
Michael,Boooooo. Thank you. . That's right.
Michael,"And the same thing goes for quarterly reports. They are unreadable. They’re just numbers and boring and blech. So what I was thinking is that maybe we should have some sort of graphic, like if we have a bad quarter, put in a storm cloud? And… when we have a good quarter, fireworks? Or a racecar? Doesn’t have to be a racecar. Use your imagination."
Michael,"Well, that was a waste of a text. Let's get down to brass tacks. I think that we might be in trouble. We don't seem to have a plan so I'm thinking I go down there. Maybe rattle off a few jokes. Congressman could follow."
Dwight,"You are clean. OkayĂ˘â‚¬Â¦ One thing a bedbug thrives on is heat and carbon dioxide I am going to generate myself into a human trap. When I jump into the bed, you are going to cover me with the sheet immediately. And then we’ll see who’s laughing."
Dwight,Stanley is refusing to go out on a sales call.
Pam,Okay.
Michael,"No, no, no. I mean, not because you’re gay. Your gayness does not define you. Your Mexican-ness is what defines you to me. And I think we should celebrate Oscar’s Mexicanity. So Phyllis… I want you to go find firecrackers. And a Chihuahua. Pam, in the frozen food section, Swanson makes a delightful chimichanga."
Pam,Yeah.
Pam,Have fun though.
Pam,OK.
Michael,Go. Any questions?
Michael,"Damnit, Phyllis! I’m sorry. Damnit, Phyllis. It was hard enough to convince Jan to come. So are we set for refreshments?"
Kevin,"The time is now, the place is here And the whole wide world is filled with cheer My name's DMC with the mike in my hand And I'm chilling and cooling just like a snow man"
Michael,Say it.
Andy,There is one problem with this plan.
Michael,"OK, you know something, Dwight? We are not the terrorists. Why don't you just take these women, put 'em in a burlap sack, and hit 'em with a stick? Because that's what you're doing. I celebrate these women. They deserve the right to dress as they please. If Pam wants to show more cleavage, she should be able to. I encourage that."
Dwight,So tell me.
Michael,"Dunder Mifflin was recently bought by an electronics company named Sabre. They stepped in at the 11th hour, and they saved our asses. Although David Wallace said that we were the one branch that was actually working right, so we probably could have saved our own asses. We didn’t need them touching our asses."
Michael,"It's true! I can prove it! I can prove it, watch this. Ryan, can you come here a second? I would like you to go to my mother's house in Dickson city, and if she is in the pool, the back kitchen window should be unlocked, I want you to boost yourself up, I want you to go down to the basement. In the basement is a tape labeled 'Fundle Bundle'. I want you to grab it, I want you to get my guitar."
Andy,"Um, am I happy the way things turned out? Oh, well, happy's such an ugly word. But, um, I saw what needed to be done and I did it and now I'm thrilled. So, it's pretty... Hello? Pretty good."
Ryan,"Good for you, man. Good for you."
Michael,Why?
Michael,That’s good.
Michael,What are our plans for tonight? Umm…
Toby,"Well, Kelly's been so upset about Ryan dumping her, that she can't even talk."
Kevin,"If I had someone to set you up with Michael, then I'd take her for myself."
Dwight,You’re the stupid one.
Jim,Sure.
Ryan,We have seven fewer boxes of Canariola copier paper in stock than we're supposed to.
Dwight,You’re back. And you’re disgusting.
Oscar,No.
Kevin,Bye.
Jim,"No, not at all."
Dwight,Leave the keys!
Jim,"Wait, I'm serious. It's happening."
Michael,I was breathing.
Andy,It’s n– that wasn’t… I like someone else.
Angela,What?
Michael,"Monkey see, monkey do."
Pam,Hey. You know I was engaged before Jim.
Jim,"Yeah, I want to go home."
Pam,"Um, that's all we brought."
Jim,OK.
Michael,"Yes, Phyl?"
Dwight,Maybe we should take a little break.
Michael,"No, I think they're talking about me."
Dwight,"I know she didn't do it. It's never the person you most suspect. It's also never the person you least suspect, since anyone with half a brain would suspect them the most. Therefore I know the killer to be Phyllis, AKA Beatrix Bourbon, the person I most medium suspect."
Meredith,I don’t want to!
Michael,Nope.
Andy,I’ll go talk to the manager. Maybe we should just go home.
Jim,"If I didnĂ˘â‚¬â„˘t do certain things without telling Pam, sheĂ˘â‚¬â„˘d be married to Roy."
Darryl,"Apt. Apt analysis, Robert."
Pam,What? Jim.
Jim,When did you go there?
Andy,Hey-o!
Andy,"Erin and I have our first date tonight, and it has to be perfect. Why? Because according to ""How I Met Your Mother"" that's the date that your kids are going to wait patiently to hear about, and you better have a good story for them."
Pam,
Angela,Great.
Jim,I don't know what you're talking about.
Dwight,I got a splinter.
Toby,"Okay, that is not true."
Erin,"It’s no wonder that Andy gave Kelly such a romantic card. I can’t compete with her. That girl can sing, and dance, and gets all of her clothes at the mall. And I feel like such a fool for thinking that Andy was only going after one girl, cause Andy Bernard is a playboy. And, why shouldn’t he be? He’s got it all."
Michael,Sure we do.
Jim,Everyone knew some of it.
Michael,
Dwight,Go ahead. Don’t lie.
Pam,"Uh, could we come in too? Just for some water."
Michael,"I’ve never framed a man before, have you?"
Pam,"So, um, Michael needs us in the conference room."
Erin,"Thank you, thank you! This is the first award I’ve ever won in my entire life. People are right about the Dundies, they are magical. But, I don’t feel it. And I think that’s because I’m not with the right person. Gabe, we should break up."
Michael,My grandpa was the funnest guy I ever knew. He would sing. He would dance. He would....fall down. But then...he started going to these meetings and everything changed. He...stopped going out at night. He got a job. The fun just dried up. It was really sad. I don't want that to happen to you guys. I'm not gonna let it happen.
Andy,"Of course, I will pick up the pin. It is right here. Got it."
Jim,Uh…
Michael,"Cookie. Kevin, cookie."
Pam,I guess you gotta move to Philly after all.
Stanley,Oh my God!
Kevin,I do.
Andy,Dwight...
Andy,"Well, it's uh, his funeral. So... neh!"
Dwight,Zip your lid!
Jim,"Wow, that sounds pretty cool."
Darryl,"What do you want, baby? We got some granola, got some cupcakes, chips, apples, pies…"
Oscar,Isn't it a seven-hour drive?
Ryan,Hope you brought your pipes. We're about to smoke the opium of the masses.
Michael,Well then I won’t get a warrantee.
Oscar,Yes!
Phyllis,"Okay, yeah. This is a lost cause. ItĂ˘â‚¬â„˘s hopeless."
Angela,What is it?
Toby,Can't. I took a course at the Weintraub Memory Academy. I sat next to this woman named Beverly Brook. She had a Greek salad for lunch. See what I mean?
Jim,"Oh, interesting, what kind of shoes?"
Michael,"Not who, what. The Funky Cat is the hippest Jazz Club in town."
Michael,It looks cute though.
Andy,Mm-hmm.
Pam,Okay.
Oscar,What have you been doing?
Dwight,"OK, we’ll see who’s working this weekend then."
Dwight,"I don’t get that, I don’t understand that."
Erin,"I'm sorry. I just really wanted to see Andy. You guys made it sound so unmissable, and you set me up with a car seat and everything."
Pam,"Wow, that's impressive."
Andy,"Let's three-way this little issue, and come to a solution by the time we get to Schrute Farms, how's that for a plan?"
Pam,I thought we were having a nice time.
Andy,"Yeah, sure. What’s your question?"
Pam,"Yes, this is the only time I'm ever going to make this request."
Dwight,I stab her in the brain with a wooden stick.
Dwight,"The worst part about the Internet, when a secret is out, everyone knows. The best part about the Internet, that video of the dancing Indian midget, crossbow.org, massively multiplayer online gaming, i.e. Everquest. I also enjoy online banking."
Michael,I think it is. A guy told me about that.
Jim,I win.
Darryl,What?! Really?
Michael,All right. Mmhmm. Hey.
Jim,"I don't want to be biased, but I am very close to Ryan. You know that."
Toby,"I'm makin' great time. Usually I have to take a bathroom break half way through a race like this, but not today."
Michael,Ok.
Darryl,Give me your job.
Pam,Seriously? Because it sounds like one of those is better than the other.
Pam,"No, no."
Michael,"No, we don't actually cut the paper. That's a good question. The paper is sent to us cut, and dyed, from a paper manufacturer, and then we sell it to a business for more than we paid for it."
Kevin,"Wait, you didn't give it back?"
Pam,I am just following the website.
Michael,I have already put down the deposit. Do you understand how a deposit works?
Jim,You play?
Michael,"Oh, really?"
Pam,ROY!
Dwight,I see what you are doing. But I do not know where you are going with this.
Michael,I'll take a shirt.
Michael,"Stripper? Could I ask you a question about women? Um, should I tell my girlfriend that you danced up on me?"
Dwight,Hello little pill. What do you do?
Kevin,"Angela's cats are cute. So cute that you just want to eat them. But you can't eat cats. You can't eat cats, Kevin."
Michael,"Dwight, I asked him."
Kelly,I love it!
Andy,"I'm really sorry, but we can't come to your party tonight."
Jim,Nurse!
Michael,"Alright, nowwww... what kind... of pizza do you like?"
Erin,"No, uh, I’ll just have some gummy bears."
Michael,I call shuffle. Here we go.
Michael,"No, hey, hey. Don’t be ridiculous. Of course we are going to have a party. A celebration of Oscar. Oscar night. And I want it to be Oscar-specific."
Michael,I'll give you a hint. His last name is Christ. He has the power of flight. He can heal leopards.
Kevin,Ooh- can she pick a half hour of each?
Jim,We can go.
Andy,Still waiting on that check.
Ryan,Do you want this?
Michael,"Well, bigshot, 'If you want to find your leads, go to the man who never breathes'."
Kelly,"Um… Diwali is awesome… and there’s food… and there’s going to be dancing… and… Oh! I got the raddest outfit. It has, um…"
Stanley,I will not be the big guy in the tiny hat.
Dwight,What were you doing in there?
Kevin,You said she liked me.
Phyllis,That seemed to shut her up.
Kevin,Hey guys it's my turn.
Meredith,We're both girls. Who cares?
Angela,Mmm hmmm.
Angela,Has she done the pageant circuit?
Dwight,"So long Darryl, feel better... He's lying."
Kevin,That is hilarious.
Michael,"Hello, Dwight, I've been expecting your call. What do you want?"
Angela,Hmm.
Phyllis,Hey. I like.
Dwight,"Yeah, I was just sitting here at my desk and I, I reached into my drawer to grab my toothbrush and some tooth powder and, and all of a sudden I was attacked by this blood thirsty rabid creature!"
Jim,It's Mose. Who do you think it is?
Andy,"Okay, it is time for the final votes. All of those in favor of resolution Hillary Swank is hot? Okay. And all those opposed?"
Michael,"What a weird day. I don’t understand it, but you don’t get to understand everyday of your life. Maybe five, ten days a year, I’ll get home and I will have no idea what the hell just happened. Guess everybody has days like that. Sometimes they’re the nicest ones. Still, I think there might be something wrong with Jan."
Jim,"Oh my God, he's making you look like such a fool."
Michael,Yeah
Pam,Yeah. Way too much.
Dwight,"Remain calm! I have trained for this! Okay, exit the window! Here we go! Look out for leeches! Are you okay?! Swim for it! I got you! Michael! Michael!"
Kevin,"I'm totally gonna bang Holly! She is cute, and helpful, and she really seems into me."
Jim,"Hey, could you do me a favor? Could you put that in the DVD player?"
Jim,Come on. Get out there. Give the people what they want.
Jim,"Dwight has been acting manager for three months now. No. A week. Just feels like three months. Let’s see, we all have to punch in to a time clock, which is very old, very strong, and has a slot about the size of a finger. We were all given new business cards big enough to set us apart from the competition, which is how I learned that our titles are all now Junior Employee. Our lunch breaks are staggered to prevent wasting time. Mine’s at 10:30, and I find that the first hour of the day goes by a lot quicker than the second seven hours."
Angela,I would take The DaVinci Code... so I could burn The DaVinci Code.
Michael,Okay.
Meredith,No thanks. They're too sweet.
Michael,No! No! Catherine. Remember her? Remember how hot she was?
Ryan,"That--- I, um... cool. Well maybe I'll see you around."
Darryl,"We do safety training every year, or after an accident. … We’ve never made it a full year. This particular time, I was reaching for a supply box on the top shelf, when one office worker, who shall remain nameless, kicked the ladder out from under me and yelled…"
Michael,"We are. We are. But, I would like you to take notes. And I want you to find out about people's character. Not their hotness, per se, but their humor, and their charisma, and the indefinable quality that makes you all glad to follow me."
Michael,"No, you know what we're gonna do? We're gonna take that and we are going to us it as a reward for the end of our competition."
Michael,Dancing babies! I love it! I love it!
Jim,At the Yankees game. Yeah.
Dwight,So what’s your crazy business pipe dream?
Dwight,Where did you hear that? Obvious XM Radio?
Pam,Awesome! I'll leave it up here so everyone can enjoy it.
Dwight,It's not what you think.
Dwight,"God, what a steal."
Pam,"The buildingΟΔβ²§β³Δs custodian is on vacation for the month and Dwight is too cheap to hire a replacement. So, instead, weΟΔβ²§β³Δre living in filth. But, not for long. Because I have created the chore wheel."
Jim,"There was one thing we were curious about, uh, your flexibility on things like Easter or Memorial Day, because we might want to change our days around a little bit."
Andy,What's the story?
Jim,Do you need us for any of this?
Michael,"Oh, queer... eye. Queer eye. That's a good show. Important show. Go ahead. Do it."
Darryl,We're the ones that got to clean that up!
Pam,Okay. Okay. Yes.
Jim,"Wow. Bridges of Madison County, Legally Blond, these movies are just... ."
Pam,"Michael sends me a postcard from every vacation he goes on. Atlantic City, he wishes I was here. Busch Gardens, Virginia, all I got was this lousy postcard. And this time, I'm Jamaican-him-crazy. I don't know how far away he thought he was, because he put $10 worth of stamps on this."
Oscar,You're kidding. What was your DJ name?
Michael,Um.
Jim,We would really appreciate it.
Michael,"Kevin, I have something for you."
